180	15841	15861	15841-15861	869,4	5.373	14.078	28.355	42.105	53.559
181	15841	25041	15841-25041	994,1	8.489	20.620	35.906	52.562	58.821
182	15861	15772	15861-15772	381,6	2.676	7.977	15.996	25.197	36.046
183	15861	15841	15861-15841	869,4	5.373	14.078	28.355	42.105	53.559
184	15861	15871	15861-15871	442,6	2.443	7.618	17.280	28.940	43.182
185	15861	25062	15861-25062	1032	8.292	19.883	34.018	50.310	69.152
186	15871	15774	15871-15774	293,1	1.947	6.195	12.920	21.989	34.154
187	15871	15861	15871-15861	442,6	2.443	7.618	17.280	28.940	43.182
188	15871	25073	15871-25073	1084	7.433	18.495	32.924	51.613	72.302
189	15931	15731	15931-15731	749,8	8.335	16.334	26.140	36.304	38.295
190	15931	25121	15931-25121	886,9	7.071	15.028	25.488	38.937	32.264
191	15931	25041	15931-25041	610,2	6.265	15.394	27.083	40.580	46.672
192	16812	16904	16812-16904	339,2	3.628	8.443	15.540	24.132	33.743
193	16812	16911	16812-16911	542,2	4.419	8.940	14.917	23.763	35.926
194	16904	16812	16904-16812	339,2	3.628	8.443	15.540	24.132	33.743
195	16904	16906	16904-16906	425,2	4.803	12.881	22.112	31.804	43.980
196	16904	561471	16904-561471	674,1	8.361	19.932	30.126	39.457	50.163
197	16906	16904	16906-16904	425,2	4.803	12.881	22.112	31.804	43.980
198	16906	16911	16906-16911	244,5	3.397	9.368	18.077	28.267	41.441
199	16906	25091	16906-25091	638,9	7.428	19.374	32.384	43.606	56.407
200	16906	26201	16906-26201	1091	9.301	22.519	38.282	57.974	79.796
201	16911	16812	16911-16812	542,2	4.419	8.940	14.917	23.763	35.926
202	16911	16906	16911-16906	244,5	3.397	9.368	18.077	28.267	41.441
203	16911	26113	16911-26113	814,4	5.748	15.035	28.353	44.500	60.657
204	21781	21862	21781-21862	601,8	1.660	3.569	6.219	9.654	13.808
205	21781	22731	21781-22731	2251	5.400	11.201	17.975	28.242	33.583
206	21781	561567	21781-561567	433,9	2.355	5.548	9.090	13.544	17.731
207	21792	21881	21792-21881	602,8	3.573	8.813	14.875	24.007	28.368
208	21792	22701	21792-22701	382,5	2.391	6.333	10.871	18.443	22.085
209	21792	22801	21792-22801	416	2.538	6.738	11.777	20.215	23.646
210	21792	561567	21792-561567	163,9	1.730	4.826	8.968	14.797	18.903
211	21802	21862	21802-21862	3776	959	2.450	4.726	7.892	11.835
212	21802	31051	21802-31051	3396	1.536	3.452	6.167	9.439	12.677
213	21862	21781	21862-21781	601,8	1.660	3.569	6.219	9.654	13.808
214	21862	21802	21862-21802	3776	959	2.450	4.726	7.892	11.835
215	21862	31051	21862-31051	1669	860	3.675	8.788	14.146	19.250
216	21871	21881	21871-21881	414,1	2.978	8.363	14.756	23.877	28.207
217	21871	21971	21871-21971	465,4	3.229	8.792	15.066	22.182	25.885
218	21871	561567	21871-561567	690,4	3.994	9.351	14.753	20.620	25.611
219	21881	21792	21881-21792	602,8	3.573	8.813	14.875	24.007	28.368
220	21881	21981	21881-21981	478,5	3.203	8.763	16.103	26.162	30.806
221	21881	21991	21881-21991	367,5	2.507	7.212	14.142	26.091	30.935
222	21971	21871	21971-21871	465,4	3.229	8.792	15.066	22.182	25.885
223	21971	21981	21971-21981	442,2	3.092	8.595	14.702	21.719	26.319
224	21971	310711	21971-310711	787,3	3.932	9.011	13.405	18.398	23.855
225	21981	21881	21981-21881	478,5	3.203	8.763	16.103	26.162	30.806
226	21981	21971	21981-21971	442,2	3.092	8.595	14.702	21.719	26.319
227	21981	31081	21981-31081	589,2	2.996	7.149	12.367	21.160	26.714
228	21981	31092	21981-31092	370,6	2.520	7.234	13.442	25.132	30.193
229	21991	22901	21991-22901	613,9	2.700	7.461	14.248	29.109	35.441
230	21991	31092	21991-31092	487,2	2.632	7.524	13.998	26.440	32.389
231	22701	21792	22701-21792	382,5	2.391	6.333	10.871	18.443	22.085
232	22701	22801	22701-22801	176,7	1.595	5.173	9.602	17.650	21.212
233	22701	22811	22701-22811	523,4	2.493	6.642	11.263	21.052	24.374
234	22731	21781	22731-21781	2251	5.400	11.201	17.975	28.242	33.583
235	22731	22761	22731-22761	1545	5.485	10.653	17.884	27.037	32.642
236	22731	22826	22731-22826	621,3	2.888	6.513	11.352	20.911	26.260
237	22761	22731	22761-22731	1545	5.485	10.653	17.884	27.037	32.642
238	22761	22871	22761-22871	773,8	1.692	4.472	8.461	13.288	18.968
239	22801	21792	22801-21792	416	2.538	6.738	11.777	20.215	23.646
240	22801	21991	22801-21991	418,4	2.414	7.032	13.337	23.731	27.750
241	22801	22701	22801-22701	176,7	1.595	5.173	9.602	17.650	21.212
242	22811	22701	22811-22701	523,4	2.493	6.642	11.263	21.052	24.374
243	22811	22911	22811-22911	420,2	1.931	5.572	10.428	21.869	25.384
244	22812	22811	22812-22811	222,2	1.345	4.404	8.849	18.770	21.501
245	22821	22812	22821-22812	349,2	1.598	5.295	10.862	21.344	25.522
246	22821	22826	22821-22826	215,5	1.709	5.242	10.821	21.579	26.751
247	22821	22912	22821-22912	376,9	1.689	5.379	10.844	23.678	30.175
248	22826	22731	22826-22731	621,3	2.888	6.513	11.352	20.911	26.260
249	22826	22821	22826-22821	215,5	1.709	5.242	10.821	21.579	26.751
250	22826	22921	22826-22921	364,8	2.081	5.998	12.488	26.541	32.882
251	22826	22931	22826-22931	469,2	3.566	9.041	16.386	29.657	36.824
252	22871	22731	22871-22731	2319	6.218	11.769	19.131	28.226	33.849
253	22871	22891	22871-22891	1327	472	1.390	2.746	4.557	8.217
254	22871	32073	22871-32073	1269	1.279	2.941	4.891	8.162	13.854
255	22891	22871	22891-22871	1327	472	1.390	2.746	4.557	8.217
256	22901	22915	22901-22915	196,7	1.283	4.253	8.946	23.373	28.276
257	22901	32004	22901-32004	506,3	2.163	6.815	13.849	30.846	34.901
258	22911	22801	22911-22801	634,7	2.812	7.550	13.859	25.943	30.324
259	22911	22901	22911-22901	125,4	1.138	3.983	8.502	21.319	25.737
260	22912	22821	22912-22821	376,9	1.689	5.379	10.844	23.678	30.175
261	22912	22913	22912-22913	120,9	1.052	3.624	8.564	23.235	29.758
262	22912	22914	22912-22914	319,2	1.532	4.659	9.913	25.144	31.726
263	22913	22912	22913-22912	120,9	1.052	3.624	8.564	23.235	29.758
264	22913	22929	22913-22929	217,3	1.285	4.090	10.140	27.630	33.556
265	22913	32016	22913-32016	503,8	2.397	7.304	14.828	37.741	40.980
266	22914	22812	22914-22812	400,6	1.709	5.061	10.234	22.368	26.423
267	22914	22911	22914-22911	211,5	1.326	4.350	9.032	22.383	27.080
268	22915	22913	22915-22913	317,7	1.529	4.654	10.013	27.285	32.950
269	22915	22914	22915-22914	128,3	1.070	3.761	8.180	22.116	26.587
270	22921	22826	22921-22826	364,8	2.081	5.998	12.488	26.541	32.882
271	22921	22912	22921-22912	212,4	1.274	4.069	10.053	25.315	32.414
272	22921	22929	22921-22929	124,6	1.061	3.644	10.192	25.320	32.342
273	22929	22921	22929-22921	124,6	1.061	3.644	10.192	25.320	32.342
274	22929	32023	22929-32023	445	2.375	7.209	15.271	38.911	42.502
275	22929	32031	22929-32031	586,7	2.953	8.830	17.846	40.496	48.128
276	22931	22826	22931-22826	469,2	3.566	9.041	16.386	29.657	36.824
277	22931	22932	22931-22932	328,8	2.944	8.790	17.127	32.173	40.503
278	22931	32061	22931-32061	1405	8.936	19.510	30.366	44.489	52.504
279	22932	22921	22932-22921	509,5	2.505	7.498	17.020	33.820	42.786
280	22932	22931	22932-22931	328,8	2.944	8.790	17.127	32.173	40.503
281	22932	32031	22932-32031	350,2	2.866	8.525	18.112	38.404	46.506
282	23081	13963	23081-13963	818,7	3.980	10.712	18.943	34.180	36.903
283	23081	13982	23081-13982	399,8	2.702	8.398	16.412	32.104	34.102
284	23081	23091	23081-23091	632,7	3.568	10.007	18.268	36.017	37.739
285	23081	23182	23081-23182	355,9	3.298	8.602	14.971	26.521	29.165
286	23091	13993	23091-13993	226,2	1.770	5.719	12.478	31.683	34.984
287	23091	23081	23091-23081	632,7	3.568	10.007	18.268	36.017	37.739
288	23091	23191	23091-23191	553,7	3.799	10.758	20.419	37.379	39.426
289	23091	561495	23091-561495	559,2	2.897	7.957	16.045	39.124	41.447
290	23101	23561	23101-23561	2410	150	423	816	1.330	1.966
291	23182	23081	23182-23081	355,9	3.298	8.602	14.971	26.521	29.165
292	23182	23183	23182-23183	279,6	2.797	6.884	12.025	19.989	24.448
293	23182	23191	23182-23191	607,1	5.792	12.306	19.299	30.878	35.024
294	23183	23182	23183-23182	279,6	2.797	6.884	12.025	19.989	24.448
295	23183	23281	23183-23281	452,3	1.280	4.499	9.223	15.356	20.352
296	23183	23291	23183-23291	787,3	4.081	9.709	16.752	25.889	33.686
297	23191	23091	23191-23091	553,7	3.799	10.758	20.419	37.379	39.426
298	23191	23182	23191-23182	607,1	5.792	12.306	19.299	30.878	35.024
299	23191	23291	23191-23291	679,9	4.889	11.799	20.118	32.721	38.292
300	23191	561496	23191-561496	418,6	3.688	10.837	20.985	34.809	37.581
301	23281	13961	23281-13961	1817	1.238	4.759	11.022	20.273	29.569
302	23281	23183	23281-23183	452,3	1.280	4.499	9.223	15.356	20.352
303	23281	23561	23281-23561	1428	490	1.005	2.863	6.949	12.524
304	23281	23591	23281-23591	1437	651	2.347	6.384	13.870	23.577
305	23291	23183	23291-23183	787,3	4.081	9.709	16.752	25.889	33.686
306	23291	23191	23291-23191	679,9	4.889	11.799	20.118	32.721	38.292
307	23291	23491	23291-23491	879,2	2.443	7.180	14.383	24.615	34.866
308	23491	23291	23491-23291	879,3	2.443	7.180	14.383	24.616	34.867
309	23491	23591	23491-23591	321,7	647	2.637	5.631	10.117	16.727
310	23561	23101	23561-23101	2410	150	423	816	1.330	1.966
311	23561	23281	23561-23281	1428	490	1.005	2.863	6.949	12.524
312	23591	23281	23591-23281	1437	651	2.347	6.384	13.870	23.577
313	23591	23491	23591-23491	321,7	647	2.637	5.631	10.117	16.727
314	23682	24501	23682-24501	608,4	624	2.108	4.516	8.525	13.978
315	23682	24711	23682-24711	1160	747	2.312	4.845	8.921	14.180
316	23682	23881	23682-23881	1270	409	2.398	6.945	17.783	25.830
317	23951	33141	23951-33141	729,1	3.083	7.350	12.008	16.588	22.189
318	23951	33072	23951-33072	1191	8.932	18.876	29.759	45.122	52.173
319	23971	23881	23971-23881	248,1	1.285	4.705	10.886	24.356	31.317
320	23981	33193	23981-33193	569,2	4.709	11.061	19.310	35.009	45.046
321	24021	14922	24021-14922	501,2	2.391	7.032	13.933	32.844	34.139
322	24021	24022	24021-24022	442,4	2.492	6.872	12.694	29.877	28.993
323	24021	24111	24021-24111	632,8	3.762	9.004	15.745	32.114	36.131
324	24021	561495	24021-561495	593,9	2.974	7.811	14.973	36.263	37.592
325	24022	14921	24022-14921	562,2	2.530	7.338	13.046	28.141	27.831
326	24022	24021	24022-24021	442,4	2.492	6.872	12.694	29.877	28.993
327	24022	24031	24022-24031	140	1.517	4.824	9.149	21.704	21.782
328	24022	24121	24022-24121	557,3	2.663	6.789	12.474	26.156	27.801
329	24031	14921	24031-14921	600,6	2.656	7.419	12.806	27.822	27.286
330	24031	24022	24031-24022	140	1.517	4.824	9.149	21.704	21.782
331	24031	24121	24031-24121	570,3	2.675	6.824	12.208	25.352	27.062
332	24041	14921	24041-14921	1121	3.054	7.350	12.813	27.045	27.868
333	24041	561523	24041-561523	1195	2.522	5.857	10.161	19.339	21.814
334	24041	561634	24041-561634	414,4	722	2.297	4.893	11.037	13.030
335	24041	561635	24041-561635	161,9	821	2.567	5.255	12.119	13.720
336	24111	24021	24111-24021	632,8	3.762	9.004	15.745	32.114	36.131
337	24111	561496	24111-561496	677,9	4.777	11.229	19.894	36.870	41.010
338	24111	24121	24111-24121	437,5	2.637	6.978	13.279	26.187	31.325
339	24141	561509	24141-561509	1449	3.487	8.720	16.400	31.311	38.251
340	24141	24121	24141-24121	301,5	1.277	4.405	9.476	20.672	24.231
341	24151	15040	24151-15040	132,5	1.167	3.548	6.705	15.375	16.421
342	24151	24150	24151-24150	122,1	973	3.459	6.680	15.291	16.337
343	24151	561635	24151-561635	189,1	1.094	3.283	6.281	14.460	15.533
344	24151	561636	24151-561636	183,4	1.019	3.563	6.702	15.046	16.271
345	24161	24371	24161-24371	757,9	2.806	7.806	14.717	27.318	31.634
346	24161	561509	24161-561509	651,6	2.572	5.849	9.841	17.682	24.048
347	24161	561523	24161-561523	230,4	1.011	3.129	6.338	12.044	15.566
348	24161	561525	24161-561525	615,8	1.637	4.399	8.376	17.037	21.780
349	24311	24313	24311-24313	190,9	2.787	8.051	14.980	24.177	35.261
350	24311	24321	24311-24321	483,8	5.314	11.951	19.005	28.423	40.228
351	24311	24412	24311-24412	454,2	4.629	11.476	19.226	29.050	40.282
352	24313	24311	24313-24311	190,9	2.787	8.051	14.980	24.177	35.261
353	24313	24531	24313-24531	1240	8.469	17.451	27.406	38.592	51.336
354	24313	561497	24313-561497	747,4	4.637	11.594	20.644	31.187	42.354
355	24321	24311	24321-24311	483,8	5.314	11.951	19.005	28.423	40.228
356	24321	24421	24321-24421	426,9	4.527	11.095	19.259	28.746	38.635
357	24371	24161	24371-24161	757,9	2.806	7.806	14.717	27.318	31.634
358	24371	561511	24371-561511	236,7	2.643	8.045	15.692	28.873	30.393
359	24371	561512	24371-561512	300,1	2.503	7.929	15.408	29.389	30.605
360	24391	561525	24391-561525	174,1	887	2.834	5.945	14.642	18.683
361	24412	24311	24412-24311	454,2	4.629	11.476	19.226	29.050	40.282
362	24412	24421	24412-24421	215,5	2.793	9.072	18.273	27.551	36.648
363	24412	24541	24412-24541	1343	7.399	17.253	28.824	39.831	49.617
364	24412	561505	24412-561505	1452	6.069	13.961	23.441	33.013	40.426
365	24412	24411	24412-24411	350,7	3.111	9.182	17.880	26.899	35.425
366	24421	24321	24421-24321	426,9	4.527	11.095	19.259	28.746	38.635
367	24421	24412	24421-24412	215,5	2.793	9.072	18.273	27.551	36.648
368	24421	24531	24421-24531	834,9	6.037	15.209	25.251	34.941	44.593
369	24501	23682	24501-23682	608,4	624	2.108	4.516	8.525	13.978
370	24501	561505	24501-561505	967,4	1.727	4.161	7.954	13.071	19.408
371	24501	24411	24501-24411	791,4	3.219	7.916	14.424	22.561	30.990
372	24531	24313	24531-24313	1240	8.468	17.451	27.407	38.593	51.338
